x,y,species min
1.0,1.0,0.10461312
2.0,2.0,0.52331644
3.0,3.0,1.5192228E-6
4.0,4.0,0.014622369
5.0,5.0,5.59303E-4
6.0,6.0,0.005265515
7.0,7.0,2.843177E-4
8.0,8.0,3.7539445E-5
9.0,9.0,0.050575428
10.0,10.0,0.35548893
11.0,11.0,2.2019114E-4
12.0,12.0,0.048148215
13.0,13.0,2.615652E-4
14.0,14.0,0.00984608
15.0,15.0,0.09846391
16.0,16.0,0.03330249
17.0,17.0,0.024859488
18.0,18.0,0.0033140252
19.0,19.0,0.00832987
20.0,20.0,0.020458946
21.0,21.0,0.020696422
22.0,22.0,0.011523688
23.0,23.0,0.01467397
24.0,24.0,0.0149774365
25.0,25.0,0.0056738397
26.0,26.0,7.7401204E-8
27.0,27.0,0.5037347
28.0,28.0,0.012262127
29.0,29.0,0.008213686
30.0,30.0,0.027812455
31.0,31.0,0.025706563
32.0,32.0,0.11272711
33.0,33.0,0.09767154
34.0,34.0,0.0021402203
35.0,35.0,0.13007262
36.0,36.0,0.010192012
37.0,37.0,0.41464293
38.0,38.0,0.0044290638
39.0,39.0,0.044217497
40.0,40.0,5.687326E-4
41.0,41.0,0.041229535
42.0,42.0,0.015376079
43.0,43.0,0.0072367676
44.0,44.0,0.026774528
45.0,45.0,0.015722938
46.0,46.0,0.0048522134
47.0,47.0,0.053907607
48.0,48.0,0.0059601325
49.0,49.0,0.3858789
50.0,50.0,0.015638648
51.0,51.0,0.0490123
52.0,52.0,3.8458078E-5
53.0,53.0,0.31839496
54.0,54.0,0.30300158
55.0,55.0,0.20140287
56.0,56.0,0.014873098
57.0,57.0,0.0016184039
58.0,58.0,0.0011321872
59.0,59.0,0.0020204121
60.0,60.0,0.19833025
61.0,61.0,0.0010405547
62.0,62.0,0.056369912
63.0,63.0,0.3281937
64.0,64.0,0.2891649
65.0,65.0,0.005616366
66.0,66.0,0.4196676
67.0,67.0,6.9902824E-5
68.0,68.0,0.03827035
69.0,69.0,0.0032245994
70.0,70.0,8.6411615E-5
71.0,71.0,0.0118134525
72.0,72.0,1.0452657E-4
73.0,73.0,0.59056264
74.0,74.0,0.08192564
75.0,75.0,0.066800855
76.0,76.0,1.5441949E-9
77.0,77.0,0.7121028
78.0,78.0,0.0018003113
79.0,79.0,0.0031359724
80.0,80.0,0.0025383134
81.0,81.0,1.0334133E-4
82.0,82.0,0.006695724
83.0,83.0,0.62282765
84.0,84.0,0.024699258
85.0,85.0,0.44594944
86.0,86.0,0.008160149
87.0,87.0,0.08599282
88.0,88.0,0.6863037
89.0,89.0,0.024173815
90.0,90.0,0.013675481
91.0,91.0,0.0013412129
92.0,92.0,3.0807132E-4
93.0,93.0,0.082487226
94.0,94.0,0.5971262
95.0,95.0,0.08209567
96.0,96.0,0.1971
97.0,97.0,0.023045817
98.0,98.0,0.011683742
99.0,99.0,0.01083614
100.0,100.0,0.059196457
101.0,101.0,0.24260241
102.0,102.0,0.5965368
103.0,103.0,0.042643245
104.0,104.0,0.36186582
105.0,105.0,0.035030384
106.0,106.0,0.0020017552
107.0,107.0,0.024798678
108.0,108.0,0.014822604
109.0,109.0,0.011982416
110.0,110.0,0.08051527
111.0,111.0,0.025843069
112.0,112.0,0.010212441
113.0,113.0,1.8197042E-4
114.0,114.0,1.0785112E-5
115.0,115.0,0.01912357
116.0,116.0,0.06579907
117.0,117.0,0.0117301745
118.0,118.0,5.0979434E-4
119.0,119.0,0.105963334
120.0,120.0,0.024982667
121.0,121.0,0.07677948
122.0,122.0,0.4613507
123.0,123.0,9.964188E-10
124.0,124.0,0.003404289
125.0,125.0,0.024546107
126.0,126.0,0.040515482
127.0,127.0,0.041111756
128.0,128.0,2.1003969E-5
129.0,129.0,0.2744371
130.0,130.0,8.055986E-4
131.0,131.0,0.3056853
132.0,132.0,0.0045208754
133.0,133.0,0.05738908
134.0,134.0,0.007900296
135.0,135.0,0.03134866
136.0,136.0,2.7210888E-5
137.0,137.0,0.23680483
138.0,138.0,0.009184863
139.0,139.0,0.0128725795
140.0,140.0,0.0013945111
141.0,141.0,6.085142E-5
142.0,142.0,1.9273668E-4
143.0,143.0,0.22852953
144.0,144.0,0.005689677
145.0,145.0,0.0027439033
146.0,146.0,0.1326982
147.0,147.0,3.280476E-5
148.0,148.0,0.122447565
149.0,149.0,0.022009553
150.0,150.0,0.013509677
151.0,151.0,0.009212346
152.0,152.0,0.15610635
153.0,153.0,0.06504957
154.0,154.0,0.28733715
155.0,155.0,0.0014423494
156.0,156.0,0.003217252
157.0,157.0,0.0074246493
158.0,158.0,0.017409155
159.0,159.0,0.08647086
160.0,160.0,0.04418223
161.0,161.0,0.020994212
162.0,162.0,0.015484851
163.0,163.0,0.004388711
164.0,164.0,0.01770081
165.0,165.0,0.003317194
166.0,166.0,0.0012388483
167.0,167.0,0.0068614706
168.0,168.0,0.3014814
169.0,169.0,0.03860786
170.0,170.0,0.22288689
171.0,171.0,0.2627264
172.0,172.0,0.007503067
173.0,173.0,7.665821E-4
174.0,174.0,0.041124772
175.0,175.0,3.3645547E-4
